sex,year,gwa,strand,current_course,first_choice,second_choice,third_choice,quality_instruction1,quality_instruction2,quality_instruction3,quality_instruction4,course_content1,academic_advising1,academic_advising2,college_experience1,college_experience2,interest_subject1,preparation_career1,preparation_career2,class_size1,class_size2,class_size3,failing_major1,academic_placement1,academic_placement2,personality_traits1,personality_traits2,personality_traits3,values1,values2,social_behavior1,social_behavior2,social_behavior3,social_behavior4,same_course,different_course
Female,Second Year,1.51-2.00,STEM,BSCE,BSCE,BSBA_BE,BS_Arch,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,N/A,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,31-50,Strongly Disagree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Disagree,Agree,Family,Family,Agree,Agree,No,No
Female,Second Year,2.01-2.50,STEM,BSCHE,BSBio,BSCHE,BS_Arch,Agree,Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Agree,31-50,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Family,Family,Disagree,Disagree,No,Yes
Female,Second Year,1.00-1.50,STEM,BSIT,BSIT,BSECE,BS_Arch,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,31-50,Strongly Disagree,Strongly Agree,Agree,Agree,Disagree,Agree,Strongly Agree,Disagree,Family,Family,Agree,Disagree,Yes,Yes
Male,Third Year,2.01-2.50,SA,BSIT,BSME,BSIT,BS_Arch,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Agree,Agree,31-50,Disagree,Agree,Strongly Agree,Disagree,Disagree,Agree,Agree,Strongly Agree,Family,Family,Agree,Disagree,No,No
Female,Second Year,1.51-2.00,STEM,BSIT,BSIT,BS_Arch,BSA,Strongly Agree,Strongly Disagree,Disagree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,31-50,Strongly Disagree,Strongly Agree,Disagree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Family,Family,Strongly Agree,Disagree,No,Yes
Female,Second Year,1.51-2.00,STEM,BSIT,BSIT,BS_Arch,BSA,Strongly Agree,Strongly Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,31-50,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Disagree,Disagree,Agree,Agree,Family,Family,Agree,Agree,No,Yes
Male,Second Year,1.00-1.50,STEM,BSCE,BSN,BSCE,BSA,Agree,Disagree,N/A,Agree,Agree,Agree,N/A,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,31-50,N/A,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Disagree,Family,Family,Agree,Agree,Yes,Yes
Female,Third Year,1.51-2.00,STEM,BSCE,BSCE,BSCHE,BSA,Agree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,N/A,Disagree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,31-50,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Disagree,Strongly Disagree,Agree,Agree,Family,Family,Strongly Disagree,Agree,No,Yes
Male,Second Year,1.51-2.00,STEM,BSCE,BSCE,BSCpE,BSA,Disagree,Disagree,N/A,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,31-50,Strongly Disagree,Disagree,Strongly Agree,Agree,Agree,Disagree,Agree,Strongly Agree,Family,Family,Strongly Agree,Agree,No,No
Male,Third Year,1.00-1.50,BAM,BSCE,BSCE,BSMath,BSA,Strongly Agree,Agree,Agree,Disagree,Agree,Strongly Agree,Agree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,31-50,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Disagree,Family,Family,Agree,Strongly Agree,Yes,No
Female,Third Year,1.51-2.00,BAM,BSBA_BE,BSA,BSBA_FM,BSBA_BE,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,N/A,N/A,Agree,Agree,N/A,Agree,31-50,Disagree,Agree,Strongly Agree,Agree,N/A,Disagree,Agree,Agree,Family,Family,N/A,Disagree,No,Yes
Female,Second Year,1.00-1.50,BAM,BSA,BSA,BSBA_FM,BSBA_FM,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,31-50,Strongly Disagree,Strongly Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Family,Family,Strongly Agree,Strongly Agree,Yes,No
Male,Second Year,2.01-2.50,BAM,BS_ENTRE,BSA,BSBA_MM,BSBA_FM,Agree,Agree,N/A,N/A,Agree,Agree,N/A,Agree,N/A,Agree,Agree,Agree,Disagree,Agree,31-50,N/A,Disagree,Agree,N/A,N/A,N/A,Agree,Agree,Family,Family,Agree,Agree,No,No
Female,Third Year,1.51-2.00,BAM,BSCE,BSA,BSCE,BSBA_FM,Strongly Agree,Strongly Disagree,N/A,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Disagree,Disagree,31-50,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,N/A,Agree,Disagree,Family,Family,Agree,Agree,No,Yes
Female,Second Year,1.51-2.00,BAM,BSIT,BSIT,BSCS,BSBA_FM,Strongly Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,N/A,Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,31-50,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Family,Family,Agree,Agree,No,No
Male,First Year,N/A,BAM,BSECE,BSBA_MM,BSTM,BSBA_FM,Strongly Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,31-50,N/A,Agree,Strongly Agree,Agree,Agree,Disagree,Agree,Agree,Family,Family,Agree,Agree,No,Yes
Female,Third Year,2.01-2.50,TVL,BSIT,BSN,BSCpE,BSBA_HRM,Agree,Agree,Disagree,Disagree,Agree,Strongly Agree,Agree,Disagree,Disagree,Disagree,Strongly Agree,Agree,Agree,Agree,31-50,Strongly Agree,Disagree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Family,Family,Disagree,Disagree,No,Yes
Male,Second Year,1.00-1.50,TVL,BSCS,BSCS,BSIT,BSBA_HRM,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Agree,Agree,Disagree,Agree,31-50,Strongly Disagree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree,Family,Family,Disagree,Strongly Disagree,No,Yes
Female,Third Year,1.51-2.00,STEM,BSCE,BSCE,BSPsy,BSBio,Strongly Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Disagree,Disagree,31-50,Disagree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Disagree,Family,Family,Agree,Disagree,No,Yes
Female,Third Year,1.00-1.50,HESS,BSBA_OM,BPA,BAC,BSEd_SS,Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,31-50,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Family,Family,Agree,Agree,Yes,No
Male,First Year,N/A,STEM,BSIT,BSIT,BSCE,BPEd,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,N/A,Agree,Disagree,Agree,Agree,Disagree,Strongly Agree,51-70,N/A,N/A,Agree,Disagree,Disagree,Disagree,Agree,Strongly Agree,Family,Family,Strongly Agree,Agree,No,No
Female,Third Year,2.01-2.50,STEM,BSCE,BS_Arch,BSCE,BSBA_OM,Strongly Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Strongly Agree,Agree,Agree,Agree,51-70,Agree,Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Family,Family,Agree,Disagree,No,No
Female,Second Year,2.51-3.00,STEM,BSCS,BSIT,BSCS,BSCpE,Agree,N/A,N/A,N/A,Agree,N/A,N/A,N/A,N/A,N/A,Agree,Agree,Agree,Agree,51-70,N/A,N/A,Strongly Agree,N/A,N/A,N/A,Agree,Agree,Family,Family,N/A,N/A,No,Yes
Female,Second Year,2.51-3.00,STEM,BSCS,BSIT,BSCS,BSCpE,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,51-70,Agree,N/A,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Strongly Agree,Family,Family,Disagree,Disagree,No,Yes
Female,First Year,1.00-1.50,STEM,BSIT,BSIT,BSCS,BSCpE,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Agree,N/A,Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,51-70,N/A,N/A,Agree,N/A,N/A,Disagree,Strongly Agree,Disagree,Family,Family,Strongly Agree,Agree,Yes,No
Female,First Year,N/A,TVL,BSIT,BSIT,BSCS,BSCpE,Strongly Agree,Agree,Disagree,Disagree,Agree,Strongly Agree,Agree,N/A,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,51-70,N/A,N/A,Strongly Agree,Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Family,Family,Agree,Agree,No,Yes
Male,Second Year,2.01-2.50,STEM,BSCE,BSCE,BSIT,BSCpE,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Agree,Agree,Agree,Agree,51-70,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Family,Family,Disagree,Strongly Disagree,No,No
Male,First Year,N/A,HESS,BSCpE,BSHM,BSN,BSCpE,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,N/A,Agree,Agree,Agree,Agree,N/A,Agree,51-70,Strongly Disagree,Disagree,Strongly Agree,N/A,Agree,Agree,N/A,Agree,Family,Family,Strongly Agree,Agree,No,Yes
Male,First Year,N/A,STEM,BSCpE,BSIT,BSCpE,BSCS,Agree,Disagree,Strongly Agree,Disagree,Strongly Agree,Agree,Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Agree,51-70,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Family,Family,Agree,Agree,No,Yes
Female,First Year,N/A,TVL,BSIT,BSIT,BSHM,BSCS,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,N/A,N/A,Strongly Agree,Strongly Agree,Agree,Agree,51-70,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Family,Family,Agree,Agree,No,No
Female,Second Year,1.00-1.50,STEM,BSIT,BSN,BSIT,BSCS,Strongly Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Agree,51-70,Strongly Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Family,Family,Agree,Disagree,Yes,No
Female,Third Year,1.51-2.00,STEM,BSCS,BSIT,BSCS,BSEE,Strongly Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Strongly Agree,Agree,Disagree,Disagree,51-70,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Family,Family,Strongly Agree,Strongly Disagree,No,Yes
Male,First Year,N/A,BAM,BSIT,BSEE,BSCE,BSIT,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,51-70,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Family,Family,Agree,Disagree,Yes,Yes
Female,Third Year,1.51-2.00,STEM,BSCE,BSCE,BS_Arch,BSMath,Agree,Agree,Disagree,Disagree,Agree,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Strongly Agree,Agree,Agree,51-70,Disagree,Agree,Strongly Agree,Agree,Agree,Disagree,Disagree,Disagree,Family,Family,Agree,Agree,No,Yes
Female,First Year,N/A,STEM,BSIT,BSN,BSPsy,BSPT,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Agree,51-70,Strongly Disagree,N/A,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Family,Family,Disagree,Strongly Disagree,No,Yes
Female,Third Year,1.00-1.50,BAM,BSBA_FM,BSBA_FM,BSA,BSPsy,Agree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,N/A,Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Agree,Agree,51-70,Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Family,Family,Disagree,Strongly Disagree,No,Yes
Female,First Year,N/A,BAM,BSIT,BSIT,BSN,BSPsy,Strongly Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,51-70,Strongly Disagree,Disagree,Strongly Agree,Agree,Agree,Disagree,Strongly Agree,Disagree,Family,Family,Agree,Disagree,No,Yes
Female,Second Year,1.51-2.00,STEM,BSCS,BSIT,BSCS,BSA,Strongly Agree,Disagree,Agree,Disagree,Agree,Strongly Agree,Agree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,51-70,Strongly Disagree,Strongly Agree,Agree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Family,Family,Disagree,Disagree,No,Yes
Male,First Year,N/A,TVL,BSIT,BSIT,BSCS,BSBA_BE,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,N/A,Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,51-70,Disagree,Disagree,Strongly Agree,Disagree,Agree,Disagree,Agree,Disagree,Family,Family,Disagree,Disagree,Yes,Yes
Female,Third Year,1.51-2.00,STEM,BSCE,BSN,BSCE,BSBio,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,51-70,Strongly Disagree,Strongly Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Family,Family,Agree,Strongly Agree,No,No
Female,Third Year,2.01-2.50,STEM,BSCE,BSCE,BS_Arch,BSEd_Math,Strongly Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,51-70,Disagree,Disagree,Strongly Agree,Disagree,Agree,Agree,Agree,Agree,Family,Family,Strongly Disagree,Agree,Yes,No
Female,Second Year,1.00-1.50,STEM,BSCS,BSN,BSCS,BSEd_Eng,Agree,Agree,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Strongly Disagree,Disagree,Disagree,Agree,N/A,51-70,Agree,Agree,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Agree,Family,Family,Agree,N/A,No,Yes
Female,Second Year,1.00-1.50,STEM,BSCE,BS_Arch,BSCE,BSCHE,Strongly Agree,Agree,Disagree,Strongly Disagree,Strongly Agree,Disagree,Agree,Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Agree,31-50,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Agree,Agree,Family,Family,Strongly Agree,Strongly Agree,No,Yes
Female,Second Year,1.51-2.00,STEM,BSCE,BSN,BS_Arch,BSCE,Strongly Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Strongly Agree,Agree,Strongly Disagree,Disagree,31-50,Strongly Disagree,Agree,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Family,Family,Agree,Strongly Disagree,No,No
Female,Third Year,1.51-2.00,BAM,BSIT,BSBA_FM,BSBA_MM,BSCE,Strongly Agree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Strongly Disagree,Strongly Agree,Agree,Disagree,Agree,31-50,Strongly Disagree,Disagree,Strongly Agree,Agree,Agree,Disagree,Disagree,Disagree,Family,Family,Agree,Disagree,No,Yes
Female,First Year,N/A,HESS,BSIT,BSN,BSTM,BSIT,Strongly Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Agree,51-70,N/A,N/A,Agree,Disagree,Disagree,Disagree,Agree,Strongly Agree,Family,Family,Agree,Agree,No,Yes
Female,Third Year,1.00-1.50,STEM,BSIT,BSBio,BSPsy,BSIT,Disagree,Agree,Agree,N/A,Disagree,Strongly Disagree,N/A,Disagree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Disagree,31-50,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Family,Family,Strongly Disagree,Agree,No,Yes
Female,Third Year,1.51-2.00,STEM,BSCE,BSCE,BSME,BSTM,Strongly Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,N/A,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,N/A,N/A,31-50,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,N/A,N/A,Family,Family,Agree,Agree,No,Yes
Female,Third Year,1.00-1.50,HESS,BSBA_BE,BSPsy,BSN,BSBA_BE,Strongly Agree,Disagree,Agree,Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,31-50,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Institution,Family,Strongly Agree,Agree,No,Yes
Male,Second Year,1.51-2.00,STEM,BSIT,BSECE,BSN,BMMP,Agree,Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,51-70,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Institution,Family,Agree,Disagree,No,Yes
Male,Third Year,1.00-1.50,HESS,BSBA_HRM,BSPsy,BSBA_HRM,BPA,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,30-Oct,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Disagree,Myself,Family,Strongly Agree,Agree,No,No
Male,Third Year,1.00-1.50,BAM,BSBA_HRM,BSBA_HRM,BSBA_FM,BSBA_MM,Strongly Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,30-Oct,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Myself,Family,Agree,Disagree,Yes,No
Female,Second Year,1.00-1.50,BAM,BSREM,BSBA_OM,BSREM,BSBA_MM,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,30-Oct,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Myself,Family,Agree,Agree,Yes,No
Male,Third Year,1.51-2.00,BAM,BSBA_OM,BSA,BSBA_FM,BSBA_OM,Strongly Agree,Agree,Disagree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,30-Oct,Strongly Disagree,Strongly Agree,Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Myself,Family,Agree,Agree,Yes,No
Male,Second Year,1.00-1.50,STEM,BSCHE,BSCHE,BSCE,BS_Chem,Strongly Agree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,30-Oct,Strongly Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Myself,Family,Agree,Disagree,Yes,No
Male,Third Year,2.51-3.00,STEM,BSIT,BSBio,BSEE,BSECE,Strongly Agree,Disagree,Agree,Agree,Agree,N/A,Disagree,N/A,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,30-Oct,Agree,N/A,Agree,Disagree,Disagree,Agree,Agree,Strongly Agree,Myself,Family,Agree,Agree,No,Yes
Female,Third Year,1.51-2.00,STEM,BSCE,BSCE,BSME,BSECE,Strongly Agree,Disagree,Agree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Disagree,Agree,30-Oct,Agree,Agree,Strongly Agree,Disagree,Agree,Agree,Agree,Disagree,Myself,Family,Agree,Strongly Agree,Yes,No
Female,Third Year,1.51-2.00,BAM,BSIT,BSA,BSBA_FM,BSIT,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,30-Oct,Strongly Disagree,Agree,Strongly Agree,Agree,Agree,Disagree,Strongly Agree,Agree,Myself,Family,Agree,Disagree,Yes,No
Male,Third Year,2.51-3.00,STEM,BSIT,BSME,BSEE,BSIT,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,30-Oct,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Myself,Family,Strongly Agree,Disagree,Yes,No
Female,Third Year,1.51-2.00,BAM,BSBA_HRM,BSA,BSCS,BSPsy,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Strongly Agree,Agree,Agree,Strongly Disagree,Disagree,30-Oct,Disagree,Agree,Agree,Agree,Agree,Disagree,Strongly Agree,Strongly Disagree,Myself,Family,Agree,Disagree,No,No
Female,Second Year,1.00-1.50,STEM,BSREM,BSCE,BSN,BSTM,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Agree,30-Oct,Strongly Disagree,Strongly Agree,Agree,Agree,Agree,Disagree,Strongly Agree,Agree,Myself,Family,Agree,Agree,No,Yes
Female,Third Year,1.51-2.00,HESS,BSA,BSA,BAC,BS_Arch,Strongly Agree,Disagree,N/A,Strongly Disagree,Disagree,Agree,Agree,Strongly Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,30-Oct,Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Disagree,Strongly Agree,Agree,Myself,Family,Agree,Strongly Disagree,Yes,Yes
Male,Second Year,1.00-1.50,TVL,BSIT,BSIT,BSCpE,BS_Arch,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,30-Oct,N/A,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Myself,Family,Strongly Agree,Agree,Yes,No
Male,First Year,N/A,STEM,BSECE,BSCE,BSECE,BS_Arch,Strongly Agree,N/A,Strongly Disagree,Agree,Strongly Agree,Agree,N/A,N/A,N/A,Agree,Strongly Agree,Strongly Agree,Agree,Agree,30-Oct,N/A,N/A,N/A,Agree,Agree,Agree,Agree,Disagree,Myself,Family,Disagree,Strongly Disagree,No,Yes
Male,Third Year,1.00-1.50,TVL,BSIT,BSCE,BSIT,BSBA_HRM,Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,30-Oct,Disagree,Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Myself,Family,Strongly Disagree,Agree,No,Yes
Female,Second Year,1.51-2.00,HESS,BSHM,BSHM,BSBA_HRM,BAC,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,31-50,Agree,Disagree,Disagree,Agree,Agree,Agree,Strongly Agree,Disagree,Myself,Family,Agree,Disagree,Yes,No
Female,Third Year,1.51-2.00,STEM,BSCE,BS_Arch,BSCE,BAC,Disagree,Strongly Agree,Disagree,Disagree,Agree,Agree,Agree,Strongly Agree,Disagree,Agree,Agree,Disagree,Strongly Disagree,Strongly Disagree,31-50,Strongly Disagree,Agree,Strongly Agree,Disagree,Disagree,Disagree,Strongly Agree,Disagree,Myself,Family,Strongly Agree,Agree,No,Yes
Female,Second Year,1.51-2.00,SA,BSCE,BS_Arch,BSCE,BECEd,Agree,Disagree,Disagree,Strongly Disagree,N/A,Disagree,Disagree,Disagree,N/A,Agree,Agree,Agree,Disagree,Disagree,31-50,N/A,Agree,Strongly Agree,Disagree,Disagree,Disagree,Agree,Agree,Myself,Family,Agree,Strongly Disagree,Yes,No
Male,Second Year,1.51-2.00,TVL,BSIT,BSIT,BSBA_MM,BEEd,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Disagree,Agree,31-50,Agree,N/A,Agree,Agree,Strongly Agree,Agree,Agree,Disagree,Myself,Family,Agree,Agree,Yes,No
Male,Third Year,1.51-2.00,STEM,BSCE,BSCE,BPEd,BPEd,Disagree,Agree,Disagree,Agree,Agree,Agree,N/A,Agree,N/A,Agree,Agree,Strongly Agree,Disagree,Agree,31-50,Strongly Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Myself,Family,Agree,Disagree,Yes,No
Male,Third Year,1.51-2.00,HESS,BSIT,BSPsy,BSIT,BPEd,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,31-50,Disagree,Agree,Agree,N/A,Agree,Disagree,Agree,Agree,Myself,Family,Disagree,Agree,Yes,No
Male,Third Year,2.01-2.50,STEM,BSCE,BSCE,BAC,BPA,Strongly Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,31-50,Agree,N/A,Strongly Agree,Disagree,Agree,Disagree,Agree,Strongly Disagree,Myself,Family,Agree,Strongly Disagree,No,No
Female,Third Year,2.01-2.50,BAM,BSA,BSA,BSEd_Math,BPA,Agree,Agree,N/A,Disagree,N/A,Agree,Agree,Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Agree,Agree,31-50,Strongly Agree,Agree,Strongly Agree,Disagree,Disagree,Disagree,Agree,Agree,Myself,Family,N/A,N/A,No,Yes
