sex,year,current_course,gwa,strand,first_choice,second_choice,third_choice,decision_making1,decision_making2,decision_making3,decision_making4,decision_making5,decision_making6,decision_making7,decision_making8,personal_assessment1,personal_assessment2,personal_assessment3,course_environment1,course_environment2,course_environment3,course_environment4,course_environment5,course_satisfaction1,course_satisfaction2,course_satisfaction3,course_satisfaction4,academic_experience1,academic_experience2,academic_experience3,academic_experience4,academic_experience5,academic_experience6,academic_experience7,same_course,different_course
Female,Second Year,BSIT,2.01-2.50,TVL,BSIT,BSPsy,BSHM,Agree,N/A,Agree,Strongly Agree,Agree,Strongly Agree,Relatives,Relatives,Agree,Agree,N/A,N/A,Agree,Agree,Disagree,10-30,Agree,N/A,Agree,Disagree,Disagree,N/A,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Yes,Yes
Male,Second Year,BSIT,1.51-2.00,TVL,BSIT,BSCS,BSCpE,Strongly Agree,Disagree,Disagree,Strongly Agree,Agree,N/A,Myself,Teachers,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,31-50,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Disagree,Strongly Disagree,Agree,Agree,N/A,Agree,Strongly Agree,Yes,No
Male,First Year,BSIT,N/A,TVL,BSIT,BSCS,BSCpE,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Myself,Relatives,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,51-70,Agree,Agree,Agree,Agree,Agree,N/A,Agree,Agree,Agree,Agree,Agree,Yes,No
Female,Third Year,BSIT,1.00-1.50,STEM,BSIT,BSCS,BSCpE,Agree,Disagree,Agree,Strongly Agree,Agree,Agree,Myself,Parents,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,31-50,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Strongly Agree,Disagree,No,Yes
Male,Second Year,BSIT,1.00-1.50,STEM,BSIT,BSN,BSPsy,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Myself,Parents,Agree,Agree,Agree,Agree,Agree,Agree,Agree,31-50,Agree,Agree,Agree,Agree,Agree,Strongly Disagree,Agree,Strongly Disagree,Disagree,Agree,Agree,No,Yes
Male,Third Year,BSIT,1.51-2.00,STEM,BSIT,BSME,BSCpE,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Myself,Relatives,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Disagree,31-50,Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree,Agree,Disagree,Agree,Agree,Disagree,Yes,No
Female,Second Year,BSIT,1.00-1.50,STEM,BSA,BSBAFM,BSTM,Agree,Agree,Agree,Agree,Agree,Disagree,Myself,Parents,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,31-50,Disagree,Agree,Disagree,Strongly Agree,N/A,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,No,Yes
Male,Second Year,BSIT,1.00-1.50,STEM,BSCE,BSArch,BSCS,Agree,Disagree,Disagree,Agree,Agree,Disagree,Myself,Parents,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,N/A,Agree,Disagree,31-50,Disagree,Agree,Disagree,Agree,Strongly Agree,Strongly Disagree,Agree,Disagree,Disagree,Agree,Disagree,Yes,No
Male,Third Year,BSIT,1.51-2.00,STEM,BSHM,BSME,BSIT,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Myself,Friends and/or boyfriend/girlfriend,Agree,Agree,Agree,Agree,Agree,Agree,Agree,31-50,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,No,Yes
Male,First Year,BSIT,N/A,HESS,BSIT,BSCS,BSEdFil,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Disagree,Myself,Relatives,Strongly Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,51-70,Agree,Agree,Agree,Disagree,N/A,N/A,N/A,Agree,Agree,Strongly Agree,Agree,No,Yes
Male,Third Year,BSIT,1.00-1.50,STEM,BSIT,BSCpE,BSCS,Strongly Agree,Strongly Disagree,Disagree,Agree,Agree,Agree,Myself,Relatives,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Disagree,31-50,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Strongly Disagree,Agree,Strongly Agree,Agree,Agree,Agree,Yes,No
Male,Third Year,BSIT,1.00-1.50,STEM,BSCpE,BSIT,BSCS,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Myself,Parents,Agree,Agree,Agree,Agree,Agree,N/A,Disagree,31-50,Agree,N/A,N/A,N/A,Agree,Disagree,N/A,N/A,N/A,Strongly Agree,Disagree,Yes,No
Female,Third Year,BSIT,1.00-1.50,TVL,BSIT,BSCpE,BSA,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Myself,Teachers,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Disagree,Agree,31-50,Agree,Agree,Agree,Agree,Strongly Agree,Disagree,Agree,Agree,Agree,Strongly Agree,Agree,Yes,No
Male,First Year,BSIT,N/A,TVL,BSIT,BSCS,BSBABE,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Myself,Relatives,Agree,Agree,Agree,Strongly Agree,Disagree,Agree,Agree,51-70,Agree,Disagree,Disagree,Disagree,N/A,N/A,Disagree,Agree,Agree,Agree,Disagree,Yes,No
Female,Third Year,BSIT,1.00-1.50,STEM,BSIT,BSCS,BSCpE,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Myself,Relatives,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,31-50,Agree,Agree,Disagree,Agree,Strongly Agree,Strongly Disagree,Agree,Disagree,Agree,Strongly Agree,Disagree,Yes,No
Male,First Year,BSIT,N/A,STEM,BSIT,BSCS,BSPsy,Strongly Agree,N/A,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Siblings,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Disagree,Disagree,51-70,Agree,Strongly Agree,Agree,Strongly Agree,N/A,N/A,Agree,Agree,Agree,Agree,Strongly Agree,Yes,No
Male,Third Year,BSIT,1.00-1.50,TVL,BSIT,BSCpE,BSCS,Agree,Agree,Agree,Agree,Agree,Agree,Parents,Relatives,Agree,Agree,Agree,N/A,N/A,N/A,N/A,31-50,Agree,Agree,Agree,Agree,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,No
Male,Third Year,BSIT,1.00-1.50,TVL,BSIT,BSCS,BSCpE,Agree,Disagree,Agree,Agree,Agree,Agree,Myself,Relatives,Agree,Agree,Agree,Agree,Agree,Agree,Agree,31-50,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Yes,No
Female,Third Year,BSIT,1.00-1.50,BAM,BSPsy,BSIT,BSPT,Agree,Agree,Disagree,Agree,Agree,Agree,Parents,Parents,N/A,N/A,N/A,Disagree,Agree,Agree,Disagree,31-50,Agree,N/A,N/A,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,No,Yes
Female,Second Year,BSIT,1.00-1.50,TVL,BSIT,BSCS,BSBAHRM,Agree,Disagree,N/A,Agree,Strongly Agree,Disagree,Parents,Other,Agree,Agree,Disagree,N/A,Disagree,Agree,Agree,31-50,Disagree,Disagree,Disagree,Agree,Agree,Disagree,N/A,Disagree,Agree,Agree,Agree,Yes,Yes
Female,Third Year,BSIT,1.51-2.00,STEM,BSCE,BSME,BSIT,Strongly Agree,Agree,Disagree,Disagree,Disagree,Disagree,Myself,Parents,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,31-50,Disagree,Agree,Disagree,Agree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,No,Yes
Male,Third Year,BSIT,1.51-2.00,STEM,BSIT,BSBAHRM,BSCS,Agree,Agree,Agree,Agree,Agree,Agree,Myself,Friends and/or boyfriend/girlfriend,Disagree,N/A,Disagree,Disagree,Agree,Agree,Agree,31-50,N/A,Disagree,N/A,Disagree,N/A,Disagree,N/A,N/A,Agree,Agree,N/A,No,Yes
Female,Second Year,BSIT,1.51-2.00,TVL,BSIT,BSCS,BSN,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Myself,Parents,Strongly Disagree,Disagree,N/A,N/A,Agree,Disagree,Disagree,31-50,N/A,N/A,Disagree,N/A,Agree,N/A,N/A,Agree,N/A,Strongly Agree,Disagree,No,Yes
Female,Third Year,BSIT,1.00-1.50,TVL,BSIT,BSCpE,BSCS,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Myself,Relatives,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,31-50,Strongly Agree,Strongly Agree,Agree,Disagree,N/A,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Yes,Yes
Male,Second Year,BSIT,1.51-2.00,TVL,BSIT,BSBAMM,BEEd,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Parents,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,51-70,Agree,Agree,Disagree,Agree,N/A,Strongly Agree,Agree,Agree,N/A,Agree,Agree,Yes,No
Male,Second Year,BSIT,1.00-1.50,STEM,BSPT,BSN,BSBio,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Myself,Siblings,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Strongly Agree,31-50,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Yes,No
Female,First Year,BSIT,N/A,TVL,BSIT,BSHM,BSSW,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Myself,Parents,Strongly Disagree,N/A,N/A,Disagree,Disagree,N/A,Disagree,51-70,N/A,N/A,Disagree,Agree,N/A,N/A,N/A,N/A,N/A,Agree,N/A,No,Yes
Male,Second Year,BSIT,1.00-1.50,TVL,BSIT,BSCS,BSCpE,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Myself,Parents,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Disagree,51-70,Agree,Strongly Agree,Disagree,Disagree,N/A,Strongly Disagree,Agree,Disagree,N/A,Agree,Strongly Agree,Yes,No
Female,Third Year,BSIT,1.00-1.50,HESS,BSIT,BSPsy,BSBAFM,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Myself,Relatives,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,31-50,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Strongly Disagree,Agree,Strongly Agree,Agree,No,Yes
Female,Second Year,BSIT,1.51-2.00,TVL,BSPsy,BSCpE,BSIT,N/A,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Parents,Parents,Strongly Disagree,Agree,Disagree,Agree,Agree,Strongly Disagree,Agree,31-50,Disagree,Agree,N/A,Disagree,Disagree,Strongly Agree,N/A,Agree,N/A,Strongly Agree,Disagree,Yes,No
Female,Second Year,BSIT,2.01-2.50,BAM,BSA,BSN,BSIT,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Other,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,31-50,Agree,Disagree,Disagree,Disagree,Disagree,Strongly Agree,Disagree,Agree,Agree,Strongly Agree,Disagree,No,Yes
Female,First Year,BSIT,N/A,STEM,BSN,BSPT,BSPsy,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Myself,Relatives,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,51-70,Agree,Agree,Agree,Disagree,N/A,N/A,N/A,Agree,Agree,Strongly Agree,Agree,No,No
Male,First Year,BSIT,N/A,TVL,BSN,BSBio,BSIT,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Siblings,Siblings,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,51-70,Agree,Agree,Agree,Agree,N/A,N/A,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,No,Yes
Female,Second Year,BSIT,1.51-2.00,TVL,BSTM,BSIT,BSHM,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Myself,Parents,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,31-50,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,No,Yes
Male,First Year,BSIT,N/A,TVL,BSIT,BSCS,BSCpE,Agree,Disagree,Agree,Agree,Agree,Agree,Myself,Parents,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,51-70,Agree,Agree,Agree,Disagree,N/A,N/A,Agree,Agree,Agree,Agree,Agree,Yes,No
Female,Third Year,BSIT,1.00-1.50,TVL,BSIT,BSCpE,BSCS,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Parents,Relatives,Agree,Agree,Agree,Agree,Agree,Agree,Agree,31-50,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,No,Yes
Male,Third Year,BSIT,1.00-1.50,TVL,BSIT,BSCpE,BSCS,Strongly Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Disagree,Myself,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Disagree,31-50,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Strongly Disagree,Disagree,Yes,No
Male,Second Year,BSIT,1.00-1.50,STEM,BSIT,BSCS,BSCpE,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Myself,Siblings,Strongly Agree,Strongly Agree,Agree,Disagree,Disagree,Strongly Agree,Agree,31-50,Agree,Strongly Agree,Agree,Disagree,Agree,Strongly Disagree,Agree,Agree,Strongly Agree,Disagree,Agree,Yes,No
Female,Third Year,BSIT,1.00-1.50,BAM,BSA,BSIT,BSENTRE,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Myself,Parents,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,31-50,Agree,Agree,Agree,Agree,N/A,Disagree,Agree,Agree,Agree,Agree,Disagree,Yes,No
Male,Third Year,BSIT,1.00-1.50,TVL,BSIT,BSCS,BSENTRE,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Other,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Disagree,31-50,Agree,Strongly Agree,Disagree,Disagree,Agree,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Yes,No
Female,Third Year,BSIT,1.00-1.50,STEM,BSN,BSHM,BSHM,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Relatives,Agree,Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Strongly Disagree,31-50,Strongly Agree,Agree,Agree,Disagree,Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Yes,No
Female,Third Year,BSIT,1.00-1.50,STEM,BSIT,BSCS,BSREM,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Myself,Parents,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Disagree,31-50,Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree,Disagree,Agree,Disagree,Yes,No
Female,Third Year,BSIT,1.00-1.50,STEM,BSIT,BSCS,BSCHE,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Disagree,Siblings,Siblings,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,31-50,Disagree,Agree,Disagree,Agree,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Yes,No
Female,Second Year,BSIT,1.00-1.50,STEM,BSCpE,BSCS,BSIT,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Myself,Parents,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,31-50,Agree,Agree,Agree,Disagree,N/A,Strongly Disagree,Agree,Disagree,Agree,Agree,Agree,Yes,Yes
Female,Third Year,BSIT,1.00-1.50,HESS,BSIT,BSPsy,BSCS,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Myself,Parents,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,31-50,Disagree,Agree,Agree,Agree,Strongly Agree,Disagree,Agree,Disagree,Agree,Strongly Agree,Disagree,Yes,No
Male,Third Year,BSIT,1.51-2.00,TVL,BSIT,BSCS,BSCpE,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Myself,Parents,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Strongly Disagree,Disagree,31-50,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Strongly Disagree,Yes,No
Male,First Year,BSIT,N/A,STEM,BSIT,BSHM,BSCpE,Strongly Agree,Disagree,Disagree,Agree,Strongly Agree,Agree,Myself,Parents,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Disagree,31-50,Agree,Agree,Disagree,Agree,N/A,N/A,N/A,Agree,Agree,Disagree,Agree,No,Yes
Male,Third Year,BSIT,1.51-2.00,STEM,BSIT,BSCpE,BSCS,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Friends and/or boyfriend/girlfriend,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Disagree,31-50,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Strongly Disagree,Yes,No
Male,Second Year,BSIT,2.51-3.00,TVL,BSCE,BSIT,BPA,Strongly Agree,Disagree,Agree,Agree,Agree,Agree,Relatives,Relatives,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,31-50,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Yes,Yes
Female,Third Year,BSIT,1.00-1.50,TVL,BSCS,BSIT,BSCpE,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Relatives,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Disagree,31-50,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Disagree,Agree,Agree,Agree,Agree,Agree,Yes,No
Male,Third Year,BSIT,1.00-1.50,BAM,BSIT,BSCpE,BSEE,Agree,Disagree,Disagree,Agree,Agree,Strongly Disagree,Myself,Myself,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,31-50,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Strongly Agree,Disagree,Yes,No
Female,Third Year,BSIT,1.00-1.50,TVL,BSA,BSIT,BSENTRE,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Parents,Parents,Agree,N/A,Disagree,Agree,Strongly Agree,N/A,Strongly Disagree,31-50,Strongly Agree,Agree,Agree,Strongly Disagree,Agree,Strongly Disagree,Agree,Agree,Agree,Strongly Agree,N/A,No,Yes
Female,Third Year,BSIT,1.00-1.50,BAM,BSA,BSIT,BSEE,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Myself,Relatives,Agree,Strongly Agree,Agree,Agree,Agree,Disagree,Strongly Disagree,31-50,Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Agree,Agree,Agree,Yes,No
Male,Second Year,BSIT,1.00-1.50,TVL,BSCS,BSIT,BSCpE,Agree,Disagree,Agree,Agree,Strongly Agree,Disagree,Myself,Friends and/or boyfriend/girlfriend,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,31-50,Disagree,Disagree,Agree,Agree,Agree,Strongly Disagree,Agree,Disagree,Disagree,Agree,Disagree,No,No
Female,Third Year,BSIT,1.51-2.00,TVL,BSIT,BSCS,BSCpE,Agree,Disagree,Agree,Agree,Agree,Disagree,Myself,Friends and/or boyfriend/girlfriend,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,31-50,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,N/A,Yes,No
Female,Third Year,BSIT,1.00-1.50,TVL,BSIT,BSCS,BSCpE,Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Myself,Teachers,Agree,Agree,Agree,Disagree,Disagree,Strongly Agree,Disagree,31-50,Disagree,Agree,Agree,Disagree,Strongly Agree,Strongly Disagree,Disagree,Disagree,Agree,Agree,Disagree,Yes,No
Male,Third Year,BSIT,1.00-1.50,STEM,BSIT,BSCS,BSCpE,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Parents,Friends and/or boyfriend/girlfriend,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,31-50,Agree,Agree,Agree,Disagree,Strongly Agree,Strongly Disagree,Agree,Disagree,Agree,Strongly Agree,Agree,Yes,No
Male,Third Year,BSIT,1.00-1.50,TVL,BSIT,BSCpE,BSIT,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Parents,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,31-50,Agree,Strongly Agree,Agree,Strongly Disagree,N/A,Disagree,Agree,Agree,Agree,Strongly Agree,Agree,Yes,No
Male,Third Year,BSIT,1.51-2.00,TVL,BSIT,BSA,BSCpE,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Myself,Parents,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,N/A,31-50,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,N/A,Strongly Agree,Agree,N/A,Agree,Strongly Agree,Yes,No
Female,Third Year,BSIT,1.51-2.00,BAM,BSA,BSBAFM,BSIT,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Myself,Siblings,Agree,Agree,Agree,Agree,Agree,N/A,Strongly Disagree,31-50,Agree,Agree,N/A,N/A,Agree,Strongly Disagree,Agree,Agree,Agree,Strongly Agree,Agree,Yes,No
Male,Second Year,BSIT,1.51-2.00,TVL,BSIT,BSCS,BSCpE,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Myself,Friends and/or boyfriend/girlfriend,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Agree,31-50,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,No,Yes
Female,Second Year,BSIT,1.00-1.50,STEM,BSIT,BSCpE,BSCS,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Myself,Parents,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Disagree,31-50,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Yes,No
Male,Third Year,BSIT,1.00-1.50,STEM,BSECE,BSEE,BSCpE,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Myself,Parents,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,31-50,Agree,Strongly Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Yes,No
Female,Third Year,BSIT,1.00-1.50,HESS,BSTM,BSHM,BSIT,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Myself,Parents,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,31-50,Agree,Agree,Agree,Disagree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes,No
Male,Third Year,BSIT,1.51-2.00,STEM,BSIT,BSCpE,BSCS,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Relatives,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,31-50,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Yes,No
Male,Second Year,BSIT,1.00-1.50,TVL,BSIT,BSPsy,BSCE,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Parents,Parents,Agree,Disagree,Strongly Disagree,Strongly Agree,Agree,Agree,Agree,31-50,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Strongly Agree,Disagree,No,Yes
Male,Second Year,BSIT,1.00-1.50,TVL,BSIT,BSCpE,BSCS,Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Relatives,Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Agree,Disagree,10-30,Agree,Agree,Disagree,N/A,Agree,Strongly Disagree,Agree,N/A,Agree,N/A,N/A,Yes,Yes
Male,Third Year,BSIT,1.00-1.50,STEM,BSCS,BSIT,BSCpE,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Myself,Parents,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,31-50,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Yes,No
Female,Second Year,BSIT,1.51-2.00,HESS,BSPsy,BSIT,BSN,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Myself,Parents,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Agree,Agree,31-50,Agree,Disagree,Disagree,Strongly Disagree,Agree,Disagree,Strongly Disagree,Disagree,Disagree,Strongly Agree,Agree,No,Yes
Female,Third Year,BSIT,1.51-2.00,TVL,BSA,BSIT,BSBAFM,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Myself,Friends and/or boyfriend/girlfriend,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,31-50,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Strongly Agree,Agree,No,Yes
Male,Third Year,BSIT,1.00-1.50,STEM,BSIT,BSCS,BSCpE,Disagree,N/A,Agree,Agree,Strongly Agree,Agree,Myself,Other,Disagree,Disagree,Strongly Disagree,N/A,N/A,Agree,N/A,31-50,N/A,N/A,Agree,Agree,Agree,Strongly Disagree,Agree,Strongly Agree,N/A,Agree,Disagree,No,Yes
Female,Third Year,BSIT,1.00-1.50,TVL,BSIT,BSCpE,BSTM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Myself,Relatives,Agree,Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Agree,31-50,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Disagree,Disagree,Agree,Strongly Agree,Strongly Disagree,No,Yes
Male,Second Year,BSIT,1.51-2.00,TVL,BSIT,BSME,BSECE,Strongly Disagree,Strongly Disagree,Agree,Agree,Agree,Strongly Disagree,Myself,Other,Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,31-50,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Yes,No
