Sex,Year,Current_Course,SHS_Strand,First_Choice,Second_Choice,Third_Choice,Decision_Making1,Decision_Making2,Decision_Making3,Decision_Making4,Decision_Making5,Personal_Assessment1,Personal_Assessment2,Personal_Assessment3,Personal_Assessment4,Personal_Assessment5,Course_Environment1,Course_Environment2,Course_Environment3,Course_Environment4,Course_Environment5,Course_Satisfaction1,Course_Satisfaction2,Course_Satisfaction3,Course_Satisfaction4,Course_Satisfaction5,Academic_Experience1,Academic_Experience2,Academic_Experience3,Academic_Experience4,Academic_Experience5,Same_Course,Different_Course
Female,Second Year,BSBA_FM,STEM,BSBA_FM,BSBA_MM,BSPsy,Strongly Agree,Agree,Strongly Agree,Agree,Myself,Disagree,Agree,Agree,Friends and/or boyfriend/girlfriend,Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,31-50,Agree,Disagree,Disagree,Strongly Disagree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Disagree,No,Yes
Female,Second Year,BSBA_HRM,BAM,BSBA_HRM,BSA,BSPsy,Agree,Agree,Agree,Agree,Myself,Disagree,Disagree,Disagree,Friends and/or boyfriend/girlfriend,Disagree,Agree,Agree,Agree,Agree,31-50,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Strongly Agree,Strongly Disagree,No,Yes
Female,Second Year,BSIT,TVL,BSIT,BSCS,BSPsy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Agree,Disagree,Disagree,Friends and/or boyfriend/girlfriend,Disagree,Agree,Agree,Agree,Strongly Agree,31-50,Disagree,Disagree,Disagree,Agree,Strongly Agree,Disagree,Disagree,Agree,Agree,Disagree,No,Yes
Male,Third Year,BSBA_OM,BAM,BS_ENTRE,BSBA_OM,BSBA_MM,Agree,Agree,Agree,Agree,Myself,Strongly Agree,Agree,Agree,Family,Agree,Disagree,Disagree,Agree,Disagree,31-50,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Agree,No,Yes
Female,Third Year,BSREM,BAM,BSBA_MM,BSBA_FM,BSREM,Strongly Agree,Agree,Agree,Strongly Agree,Myself,Disagree,Disagree,Disagree,Friends and/or boyfriend/girlfriend,Agree,Agree,Agree,Strongly Agree,Strongly Agree,31-50,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,No,Yes
Female,Second Year,BSIT,STEM,BSTM,BSIT,BSREM,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Myself,Agree,Agree,Disagree,Friends and/or boyfriend/girlfriend,Agree,Disagree,Agree,Disagree,Agree,31-50,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,No,Yes
Female,Second Year,BS_ENTRE,BAM,BSA,BS_ENTRE,BSTM,Agree,Strongly Agree,Agree,Agree,Myself,Agree,Agree,Agree,Friends and/or boyfriend/girlfriend,Agree,Agree,Agree,Agree,Disagree,31-50,Agree,Agree,Agree,Disagree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Yes,Yes
Female,Third Year,BSTM,STEM,BSN,BSPT,BSTM,Strongly Agree,Disagree,Agree,Strongly Agree,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Friends and/or boyfriend/girlfriend,Agree,Agree,Agree,Strongly Agree,Disagree,31-50,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,No,Yes
Female,Third Year,BSIT,STEM,BSN,BSIT,BS_Arch,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Family,Agree,Agree,Agree,Friends and/or boyfriend/girlfriend,Agree,Disagree,Disagree,Disagree,Disagree,31-50,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,No,Yes
Female,Third Year,BSIT,STEM,BSIT,BSCS,BSA,Agree,Agree,Strongly Agree,Agree,Family,Disagree,Disagree,Disagree,Friends and/or boyfriend/girlfriend,Disagree,Strongly Disagree,Disagree,Agree,Agree,31-50,Disagree,Disagree,Disagree,Disagree,Strongly Agree,Disagree,Agree,Agree,Strongly Agree,Disagree,No,Yes
Female,Second Year,BS_ENTRE,BAM,BSA,BSBA_FM,BSBA_FM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Family,Agree,Agree,Strongly Disagree,Friends and/or boyfriend/girlfriend,Agree,Disagree,Agree,Agree,Disagree,31-50,Agree,Agree,Agree,Disagree,Strongly Disagree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,No,Yes
Female,Third Year,BSTM,HESS,BS_Arch,BSTM,BSBA_FM,Agree,Disagree,Agree,Agree,Family,Disagree,Disagree,Disagree,Friends and/or boyfriend/girlfriend,Agree,Disagree,Agree,Disagree,Strongly Agree,31-50,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Strongly Agree,Agree,Yes,Yes
Female,Third Year,BSCE,STEM,BSN,BSCE,BSBA_FM,Disagree,Agree,Strongly Agree,Strongly Agree,Family,Disagree,Disagree,Disagree,Friends and/or boyfriend/girlfriend,Agree,Disagree,Agree,Agree,Strongly Agree,31-50,Disagree,Agree,Strongly Disagree,Disagree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,No,Yes
Female,Third Year,BSBA_FM,BAM,BSA,BSBA_FM,BSBA_MM,Disagree,Agree,Agree,Agree,Family,Disagree,Disagree,Disagree,Friends and/or boyfriend/girlfriend,Disagree,Agree,Agree,Agree,Agree,31-50,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Strongly Disagree,Agree,Agree,No,Yes
Male,Second Year,BSBA_HRM,BAM,BSA,BSBA_FM,BS_ENTRE,Agree,Disagree,Agree,Strongly Agree,Family,Disagree,Disagree,Disagree,Friends and/or boyfriend/girlfriend,Disagree,Disagree,Disagree,Agree,Agree,31-50,Disagree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,No,Yes
Female,Third Year,BSREM,BAM,BSA,BSMath,BSIT,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Family,Disagree,Agree,Disagree,Friends and/or boyfriend/girlfriend,Agree,Disagree,Disagree,Disagree,Disagree,31-50,Agree,Agree,Agree,Disagree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Disagree,Yes,Yes
Female,Third Year,BSA,BAM,BSA,BSBA_FM,BSBA_OM,Agree,Agree,Agree,Disagree,Myself,Disagree,Disagree,Strongly Disagree,Family,Disagree,Agree,Agree,Agree,Agree,31-50,Agree,Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Disagree,No,Yes
Female,Third Year,BSCE,STEM,BSCE,BSCHE,BSME,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Family,Disagree,Strongly Agree,Disagree,Friends and/or boyfriend/girlfriend,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,31-50,Disagree,Disagree,Strongly Disagree,Agree,Strongly Disagree,Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,No,Yes
Male,Second Year,BSCE,STEM,BS_Arch,BSCE,BSCHE,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Agree,Agree,Disagree,Family,Disagree,Agree,Agree,Agree,Agree,31-50,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,No,Yes
Female,Third Year,BSIT,STEM,BSPT,BSIT,BSN,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Family,Disagree,Disagree,Disagree,Friends and/or boyfriend/girlfriend,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,31-50,Strongly Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,No,Yes
Female,Third Year,BSIT,STEM,BSIT,BSCS,BSPsy,Agree,Strongly Agree,Agree,Agree,Family,Disagree,Disagree,Disagree,Friends and/or boyfriend/girlfriend,Disagree,Agree,Agree,Disagree,Agree,31-50,Disagree,Disagree,Disagree,Agree,Strongly Agree,Disagree,Disagree,Disagree,Strongly Agree,Disagree,No,Yes
Female,Third Year,BSA,BAM,BSA,BSBA_FM,BSMath,Strongly Agree,Agree,Agree,Strongly Agree,Family,Agree,Agree,Strongly Disagree,Friends and/or boyfriend/girlfriend,Agree,Agree,Strongly Agree,Agree,Agree,31-50,Agree,Agree,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Strongly Agree,Agree,Yes,Yes
Male,Second Year,BSIT,STEM,BSIT,BS_Arch,BSCE,Agree,Agree,Strongly Agree,Strongly Agree,Family,Disagree,Agree,Disagree,Friends and/or boyfriend/girlfriend,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,31-50,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Strongly Agree,Agree,No,Yes
Female,Third Year,BSCpE,STEM,BSBA_MM,BSTM,BS_Arch,Disagree,Strongly Disagree,Agree,Disagree,Institution,Disagree,Disagree,Disagree,Friends and/or boyfriend/girlfriend,Disagree,Disagree,Agree,Strongly Disagree,Strongly Agree,31-50,Disagree,Disagree,Disagree,Agree,Strongly Agree,Disagree,Agree,Disagree,Strongly Agree,Agree,No,Yes
Male,Third Year,BSIT,STEM,BSIT,BSPsy,BS_Arch,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Myself,Agree,Agree,Agree,Professionals,Agree,Agree,Agree,Agree,Agree,31-50,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Yes,Yes
Male,Second Year,BSBA_FM,BAM,BSA,BSBA_FM,BSBA_MM,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Strongly Agree,Agree,Agree,Professionals,Agree,Strongly Disagree,Agree,Strongly Agree,Agree,31-50,Agree,Agree,Agree,Disagree,Disagree,Strongly Disagree,Disagree,Agree,Disagree,Agree,No,Yes
Female,Second Year,BSBA_HRM,BAM,BSBA_HRM,BSTM,BSBA_OM,Strongly Agree,Disagree,Strongly Agree,Agree,Myself,Disagree,Strongly Disagree,Strongly Disagree,Professionals,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,31-50,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,No,Yes
Female,Second Year,BSIT,BAM,BSA,BSN,BSIT,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Myself,Disagree,Disagree,Disagree,Professionals,Disagree,Agree,Agree,Agree,Agree,31-50,Agree,Disagree,Disagree,Disagree,Strongly Agree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,No,Yes
Male,First Year,BSMfgE,TVL,BSIT,BSCS,BSCpE,Agree,Disagree,Agree,Strongly Agree,Myself,Disagree,Disagree,Agree,Myself,Disagree,Disagree,Strongly Agree,Agree,Agree,31-50,Disagree,Disagree,Disagree,Agree,Strongly Disagree,Disagree,Disagree,Disagree,Agree,Strongly Agree,No,Yes
Female,Second Year,BSIT,HESS,BSPsy,BSEd_SS,BSIT,Strongly Agree,Agree,Agree,Agree,Myself,Disagree,Disagree,Disagree,Myself,Agree,Disagree,Disagree,Disagree,Disagree,31-50,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,No,Yes
Male,Second Year,BS_ENTRE,STEM,BS_Arch,BSBA_MM,BS_ENTRE,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Institution,Strongly Disagree,Strongly Disagree,Strongly Disagree,Myself,Strongly Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree,31-50,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,Disagree,No,Yes
Female,Second Year,BSCpE,BAM,BSA,BSA,BSCpE,Agree,Agree,Agree,Agree,Myself,Agree,Agree,Agree,Family,Agree,Agree,Agree,Agree,Agree,31-50,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Strongly Disagree,Strongly Agree,Agree,No,Yes
Female,Third Year,BSIT,STEM,BSIT,BS_Arch,BAC,Agree,Agree,Agree,Agree,Myself,Disagree,Disagree,Disagree,Myself,Agree,Disagree,Disagree,Agree,Agree,31-50,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,No,Yes
Male,Third Year,BSIT,STEM,BSEd_Eng,BSIT,BAC,Agree,Disagree,Agree,Agree,Myself,Disagree,Agree,Disagree,Myself,Agree,Disagree,Disagree,Agree,Disagree,31-50,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,No,Yes
Male,Third Year,BSCE,BAM,BSPsy,BSA,BMMP,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Myself,Disagree,Disagree,Disagree,Myself,Disagree,Disagree,Agree,Agree,Disagree,31-50,Agree,Disagree,Disagree,Disagree,Strongly Agree,Disagree,Agree,Agree,Strongly Agree,Disagree,No,Yes
Female,Third Year,BSCE,STEM,BSCE,BSTM,BS_Arch,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Agree,Agree,Disagree,Myself,Agree,Disagree,Disagree,Agree,Agree,31-50,Agree,Agree,Agree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Yes,Yes
Female,Third Year,BSBA_BE,BAM,BSBA_FM,BSBA_BE,BSA,Agree,Agree,Agree,Agree,Myself,Disagree,Disagree,Disagree,Myself,Agree,Agree,Disagree,Agree,Agree,31-50,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,No,Yes
Female,Third Year,BSCS,STEM,BS_Arch,BSPsy,BSBio,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Disagree,Disagree,Disagree,Myself,Disagree,Disagree,Agree,Agree,Agree,31-50,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,No,Yes
Male,Second Year,BSBA_BE,BAM,BSA,BSBA_FM,BSBA_BE,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Strongly Agree,Strongly Agree,Agree,Myself,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,31-50,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,No,Yes
Female,Second Year,BSCE,STEM,BSCE,BSCpE,BSCS,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Myself,Agree,Strongly Agree,Strongly Agree,Myself,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Disagree,31-50,Agree,Strongly Agree,Disagree,Disagree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Yes,Yes
Female,Second Year,BSEE,STEM,BSN,BSBio,BSEE,Agree,Strongly Agree,Agree,Agree,Myself,Disagree,Agree,Disagree,Myself,Agree,Disagree,Agree,Disagree,Disagree,31-50,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,No,Yes
Female,Third Year,BSTM,STEM,BSPsy,BSTM,BSIT,Agree,Disagree,Agree,Agree,Myself,Strongly Agree,Agree,Agree,Myself,Agree,Agree,Disagree,Agree,Agree,31-50,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Strongly Agree,Agree,No,Yes
Male,Third Year,BSCpE,STEM,BSCHE,BSCpE,BSIT,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Agree,Strongly Agree,Agree,myself,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,31-50,Disagree,Agree,Strongly Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,Strongly Agree,No,Yes
Female,Third Year,BSCS,BAM,BSBA_MM,BSPsy,BSIT,Strongly Agree,Disagree,Agree,Strongly Agree,Myself,Disagree,Agree,Strongly Disagree,Myself,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Disagree,31-50,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Disagree,Agree,Agree,Strongly Agree,Strongly Disagree,No,Yes
Female,Third Year,BSCE,STEM,BSCE,BSME,BSA,Disagree,Strongly Agree,Agree,Strongly Agree,Myself,Agree,Disagree,Disagree,Family,Agree,Disagree,Agree,Disagree,Agree,31-50,Agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Strongly Agree,Disagree,Yes,Yes
Female,Second Year,BSME,STEM,BSCE,BSME,BSN,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Agree,Disagree,Agree,Strongly Agree,Disagree,31-50,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,No,Yes
Female,Third Year,BSBA_HRM,HESS,BSPsy,BSBio,BSPT,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Agree,Disagree,Disagree,Myself,Agree,Disagree,Agree,Agree,Disagree,31-50,Disagree,Agree,Agree,Disagree,Strongly Agree,Agree,Agree,Agree,Agree,Disagree,No,Yes
Female,Second Year,BS_ENTRE,BAM,BSA,BSBA_FM,BSPsy,Agree,Agree,Strongly Agree,Agree,Myself,Disagree,Disagree,Disagree,Myself,Strongly Disagree,Disagree,Disagree,Agree,Disagree,31-50,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Disagree,No,Yes
Male,First Year,BSCHE,BAM,BSChem,BSA,BSPsy,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Myself,Disagree,Strongly Agree,Agree,Myself,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,31-50,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Yes,Yes
Male,Second Year,BSEE,HESS,BSPsy,BSEE,BSSW,Agree,Agree,Agree,Agree,Myself,Agree,Agree,Disagree,Myself,Agree,Disagree,Agree,Agree,Agree,31-50,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Strongly Agree,Agree,No,Yes
Female,Second Year,BSCE,STEM,BSN,BS_Arch,BSCE,Strongly Agree,Agree,Agree,Agree,Family,Agree,Agree,Disagree,Myself,Agree,Agree,Agree,Agree,Disagree,31-50,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Strongly Agree,Disagree,Yes,Yes
Female,Second Year,BSIT,STEM,BSIT,BS_Arch,BSCE,Agree,Agree,Strongly Agree,Strongly Agree,Family,Disagree,Disagree,Disagree,Myself,Disagree,Disagree,Agree,Disagree,Disagree,31-50,Agree,Disagree,Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Disagree,Strongly Agree,Agree,Yes,Yes
Female,Second Year,BSIT,STEM,BSIT,BS_Arch,BSCE,Agree,Agree,Agree,Agree,Family,Disagree,Disagree,Disagree,Myself,Disagree,Disagree,Agree,Disagree,Agree,31-50,Disagree,Disagree,Disagree,Agree,Strongly Agree,Agree,Disagree,Agree,Strongly Agree,Disagree,Yes,Yes
Male,Third Year,BSCE,STEM,BSCE,BSME,BSEd_Math,Agree,Agree,Agree,Agree,Myself,Disagree,Agree,Disagree,Myself,Strongly Disagree,Disagree,Agree,Agree,Agree,31-50,Agree,Strongly Disagree,Disagree,Disagree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Disagree,No,Yes
Female,Third Year,BSCS,STEM,BSCS,BSIT,BSCpE,Agree,Strongly Agree,Strongly Agree,Agree,Myself,Agree,Agree,Agree,Myself,Agree,Agree,Agree,Agree,Disagree,31-50,Agree,Agree,Disagree,Agree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Agree,Agree,Yes,Yes
Male,Third Year,BSCS,BAM,BSIT,BSCS,BSEd_Eng,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Myself,Agree,Strongly Disagree,Strongly Disagree,Myself,Disagree,Strongly Disagree,Agree,Agree,Disagree,31-50,Agree,Disagree,Strongly Disagree,Disagree,Agree,Disagree,Agree,Disagree,Strongly Disagree,Agree,No,Yes
Female,Second Year,BSME,HESS,BSN,BSPT,BSBio,Disagree,Disagree,Strongly Agree,Strongly Agree,Family,Strongly Disagree,Strongly Disagree,Strongly Disagree,Myself,Agree,Disagree,Disagree,Agree,Agree,31-50,Disagree,Agree,Strongly Disagree,Disagree,Strongly Agree,Disagree,Agree,Agree,Strongly Agree,Agree,No,Yes
Male,Second Year,BS_ENTRE,SA,BSHM,BSPsy,BS_ENTRE,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Institution,Strongly Disagree,Strongly Disagree,Strongly Disagree,Myself,Strongly Disagree,Agree,Strongly Disagree,Agree,Agree,31-50,Strongly Disagree,Strongly Disagree,Disagree,Agree,Strongly Disagree,Disagree,Agree,Agree,Disagree,Strongly Disagree,No,Yes
Female,Second Year,BSCE,STEM,BSCE,BSMath,BSPsy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Disagree,Disagree,Disagree,Myself,Agree,Strongly Agree,Agree,Strongly Agree,Agree,31-50,Agree,Agree,Disagree,Agree,Strongly Agree,Disagree,Disagree,Disagree,Strongly Agree,Agree,No,Yes
Female,Third Year,BSIT,HESS,BSIT,BSCpE,BAC,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Disagree,Agree,Agree,Myself,Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,31-50,Disagree,Agree,Agree,Strongly Agree,Agree,Disagree,Disagree,Disagree,Strongly Agree,Disagree,No,Yes
Female,Second Year,BSIT,STEM,BSPsy,BSTM,BSA,Agree,Strongly Agree,Agree,Strongly Agree,Myself,Strongly Disagree,Disagree,Disagree,Myself,Disagree,Disagree,Disagree,Disagree,Strongly Agree,31-50,Disagree,Disagree,Disagree,Agree,Strongly Agree,Disagree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,No,Yes
Female,Third Year,BSCS,TVL,BSIT,BSCS,BSCpE,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Disagree,Agree,Disagree,Myself,Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree,31-50,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Disagree,No,Yes
Male,Second Year,BSCS,STEM,BPA,BSPsy,BSCS,Agree,Agree,Agree,Strongly Agree,Myself,Disagree,Disagree,Disagree,Myself,Disagree,Agree,Disagree,Disagree,Disagree,31-50,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,No,Yes
Female,Second Year,BSME,STEM,BSCE,BSN,BSME,Agree,Agree,Strongly Agree,Strongly Agree,Myself,Disagree,Disagree,Disagree,Myself,Disagree,Disagree,Agree,Agree,Agree,31-50,Agree,Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Strongly Agree,Disagree,No,Yes
Female,Third Year,BSCHE,STEM,BSMfgE,BSN,BSPT,Disagree,Disagree,Strongly Agree,Strongly Agree,Myself,Disagree,Strongly Disagree,Strongly Disagree,Myself,Strongly Disagree,Agree,Disagree,Disagree,Agree,31-50,Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Disagree,Disagree,Disagree,Strongly Agree,Agree,No,Yes
Female,Third Year,BSCE,STEM,BSCE,BSN,BSBA_HRM,Agree,Agree,Strongly Agree,Strongly Agree,Family,Agree,Strongly Disagree,Strongly Disagree,Myself,Strongly Disagree,Agree,Agree,Agree,Disagree,31-50,Disagree,Strongly Disagree,Disagree,Agree,Strongly Agree,Strongly Disagree,Disagree,Agree,Strongly Agree,Agree,No,Yes
Male,Second Year,BSTM,STEM,BSCS,BSTM,BSPsy,Agree,Disagree,Agree,Agree,Myself,Agree,Disagree,Strongly Disagree,Myself,Agree,Strongly Disagree,Disagree,Agree,Disagree,31-50,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Strongly Agree,Agree,No,Yes
Female,Third Year,BSBA_HRM,STEM,BSN,BS_Arch,BSBA_HRM,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Agree,Disagree,Disagree,Myself,Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,31-50,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,No,Yes
Female,Third Year,BSIT,STEM,BSPsy,BSIT,BSCS,Agree,Disagree,Strongly Agree,Agree,Myself,Agree,Disagree,Disagree,Family,Disagree,Disagree,Agree,Agree,Disagree,31-50,Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,No,Yes
Female,Third Year,BSCE,STEM,BS_Arch,BSCE,BAC,Strongly Agree,Disagree,Agree,Disagree,Myself,Disagree,Disagree,Disagree,Family,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,31-50,Agree,Agree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,No,Yes
Female,Third Year,BSA,BAM,BSA,BSEd_Math,BPA,Agree,Agree,Strongly Agree,Strongly Agree,Myself,Disagree,Disagree,Disagree,Family,Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree,31-50,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,No,Yes
Female,Third Year,BSBA_HRM,HESS,BAC,BSBA_HRM,BMMP,Disagree,Disagree,Disagree,Agree,Myself,Strongly Disagree,Strongly Disagree,Strongly Disagree,Family,Strongly Disagree,Agree,Agree,Agree,Agree,31-50,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,Disagree,No,Yes
Female,Second Year,BSCE,STEM,BSCE,BSME,BMMP,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Myself,Disagree,Agree,Disagree,Family,Agree,Disagree,Agree,Strongly Agree,Agree,31-50,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Strongly Agree,Disagree,Yes,Yes
Male,Third Year,BSIT,TVL,BSIT,BSCS,BMMP,Disagree,Agree,Agree,Agree,Myself,Disagree,Disagree,Disagree,Family,Disagree,Disagree,Disagree,Agree,Agree,31-50,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Strongly Disagree,No,Yes
Male,First Year,BSIT,TVL,BSIT,BSEd_Eng,BMMP,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Agree,Agree,Strongly Agree,Family,Agree,Disagree,Agree,Strongly Agree,Agree,31-50,Agree,Agree,Agree,Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Yes,Yes
Male,Second Year,BSCE,STEM,BSCE,BSBio,BS_Arch,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Agree,Agree,Agree,Family,Disagree,Agree,Agree,Agree,Disagree,31-50,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,No,Yes
