Sex,Year,Current_Course,SHS_Strand,First_Choice,Second_Choice,Third_Choice,Decision_Making1,Decision_Making5,Personal_Assessment1,Personal_Assessment2,Personal_Assessment3,Personal_Assessment5,Course_Environment2,Course_Environment3,Course_Satisfaction1,Course_Satisfaction2,Course_Satisfaction3,Course_Satisfaction4,Course_Satisfaction5,Academic_Experience1,Academic_Experience2,Academic_Experience3,Academic_Experience4,Same_Course,Different_Course
Female,Third Year,BSBA_BE,BAM,BSA,BSBA_BE,BSBA_FM,Agree,Myself,Agree,Strongly Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Strongly Agree,Yes,No
Female,Third Year,BSBA_FM,STEM,BS_Arch,BSPsy,BSBA_FM,Agree,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,Strongly Disagree,Strongly Agree,Disagree,Yes,No
Female,Third Year,BSBA_FM,BAM,BSA,BSTM,BSBA_FM,Agree,Myself,Agree,Disagree,Disagree,Agree,Strongly Agree,Agree,Agree,Agree,Disagree,Agree,Strongly Agree,Agree,Disagree,Disagree,Strongly Agree,No,Yes
Male,Second Year,BS_ENTRE,BAM,BSBA_MM,BS_ENTRE,BSBA_FM,Strongly Agree,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Agree,Agree,Agree,Yes,No
Male,Second Year,BSCE,BAM,BSCE,BSA,BSBA_FM,Strongly Agree,Myself,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes,No
Male,Second Year,BSCE,BAM,BSCE,BSA,BSBA_FM,Strongly Agree,Myself,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Yes,No
Female,Third Year,BSBA_BE,BAM,BSA,BSBA_BE,BSBA_HRM,Agree,Myself,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree,Agree,Yes,No
Female,Second Year,BSIT,BAM,BSA,BSIT,BSBA_FM,Agree,Myself,Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Strongly Agree,Yes,Yes
Female,Second Year,BSIT,BAM,BSA,BSIT,BSBA_FM,Strongly Agree,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Strongly Agree,Agree,Disagree,Agree,Strongly Agree,Yes,No
Female,Third Year,BSIT,TVL,BSA,BSIT,BSBA_FM,Strongly Agree,Myself,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Strongly Agree,Agree,Disagree,Agree,Strongly Agree,No,Yes
Female,Second Year,BSCE,STEM,BSCE,BS_Arch,BSCHE,Agree,Myself,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,No,Yes
Female,Second Year,BSBA_HRM,TVL,BSTM,BSHM,BSBA_HRM,Strongly Agree,Myself,Disagree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Strongly Disagree,Agree,Strongly Agree,Disagree,Strongly Disagree,Disagree,Strongly Agree,No,Yes
Male,Third Year,BSBA_HRM,TVL,BSPsy,BSSW,BSBA_HRM,Agree,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Strongly Disagree,No,Yes
Female,Second Year,BSHM,TVL,BSHM,BSTM,BSBA_HRM,Agree,Myself,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Yes,No
Female,Second Year,BSIT,TVL,BSIT,BSCS,BSBA_HRM,Agree,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Disagree,Agree,Agree,Strongly Agree,Disagree,Yes,Yes
Female,Second Year,BSIT,TVL,BSIT,BSCS,BSBA_HRM,Strongly Agree,Myself,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Disagree,Agree,Strongly Disagree,Yes,No
Male,Third Year,BSBA_FM,BAM,BS_Arch,BSBA_FM,BSBA_MM,Strongly Agree,Myself,Disagree,Disagree,Disagree,Agree,Agree,Strongly Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,No,Yes
Male,Third Year,BSREM,BAM,BSA,BSBA_FM,BSBA_MM,Agree,Myself,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Yes,No
Male,Second Year,BSTM,STEM,BSCE,BMMP,BSBA_MM,Strongly Agree,Myself,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Yes,No
Female,Second Year,BSA,BAM,BSA,BSBA_FM,BSBA_OM,Strongly Agree,Myself,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Strongly Disagree,Agree,Strongly Agree,No,No
Female,Second Year,BSTM,HESS,BSTM,BSHM,BSN,Agree,Family,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Strongly Agree,Yes,No
Male,Third Year,BSCE,STEM,BSCE,BS_Arch,BSCHE,Strongly Agree,Myself,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Strongly Agree,Agree,Agree,Yes,No
Female,Second Year,BSCE,STEM,BSCE,BSME,BSCHE,Agree,Myself,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Disagree,Agree,Agree,Agree,Strongly Disagree,Disagree,Disagree,Agree,Agree,Yes,No
Male,First Year,BSMfgE,STEM,BSMfgE,BSME,BSCHE,Strongly Agree,Myself,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Disagree,Agree,Strongly Agree,Agree,Strongly Agree,Yes,No
Female,Second Year,BSCE,STEM,BSCE,BSME,BSChem,Strongly Agree,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,No,No
Female,Second Year,BSCE,STEM,BSCE,BSME,BSChem,Strongly Agree,Myself,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Yes,Yes
Male,Second Year,BSTM,HESS,BS_Arch,BSTM,BSCE,Strongly Agree,Myself,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Strongly Agree,Yes,No
Male,Second Year,BSCE,STEM,BSA,BS_Arch,BSCE,Agree,Myself,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Agree,No,Yes
Female,Second Year,BSCE,BAM,BSA,BSTM,BSCE,Strongly Agree,Myself,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Strongly Agree,No,No
Male,Third Year,BSIT,TVL,BSIT,BSCS,BSCE,Strongly Agree,Myself,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Disagree,Agree,Agree,Agree,Agree,Yes,No
Female,Third Year,BSIT,HESS,BSPsy,BSIT,BSCE,Agree,Myself,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Yes,No
Male,Third Year,BSIT,HESS,BSPsy,BSIT,BSCE,Agree,Myself,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Yes,No
Male,Third Year,BSCpE,STEM,BSCpE,BSECE,BSN,Strongly Agree,Myself,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Strongly Agree,Yes,No
Female,Third Year,BSCpE,STEM,BSCE,BSIT,BSCpE,Agree,Myself,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Strongly Agree,Agree,Agree,Agree,Agree,No,Yes
Male,Third Year,BSCS,TVL,BSIT,BSCS,BSCpE,Agree,Myself,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,No,No
Male,Third Year,BSIT,STEM,BSIT,BSCS,BSCpE,Strongly Agree,Myself,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Disagree,Agree,Agree,Agree,Agree,Yes,No
Male,Third Year,BSIT,STEM,BSIT,BSCS,BSCpE,Agree,Myself,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,No,No
Male,Third Year,BSIT,STEM,BSIT,BSCS,BSCpE,Strongly Agree,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Disagree,Yes,No
Male,Second Year,BSIT,STEM,BSIT,BSCS,BSCpE,Strongly Agree,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Strongly Disagree,Agree,Disagree,Agree,Strongly Agree,Yes,No
Male,Third Year,BSIT,STEM,BSIT,BSCS,BSCpE,Strongly Agree,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Strongly Disagree,Agree,Disagree,Disagree,Agree,Yes,No
Male,Second Year,BSIT,TVL,BSIT,BSCS,BSCpE,Strongly Agree,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Agree,No,Yes
Female,Third Year,BSIT,TVL,BSIT,BSCS,BSCpE,Agree,Myself,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Yes,No
Female,Third Year,BSIT,TVL,BSIT,BSCS,BSCpE,Agree,Myself,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,No,Yes
Male,Third Year,BSIT,TVL,BSIT,BSCS,BSCpE,Agree,Myself,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Yes,No
Female,Third Year,BSIT,TVL,BSIT,BSCS,BSCpE,Agree,Myself,Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Yes,No
Male,Second Year,BSIT,TVL,BSIT,BSCS,BSCpE,Agree,Myself,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Yes,No
Male,Second Year,BSIT,TVL,BSCS,BSIT,BSCpE,Agree,Myself,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,No,No
Male,First Year,BSMfgE,STEM,BSN,BSCE,BSCpE,Agree,Myself,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,No,Yes
Male,First Year,BSMfgE,TVL,BSEE,BSECE,BSCpE,Strongly Agree,Myself,Disagree,Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,No,No
Male,Third Year,BSCE,STEM,BSCE,BSME,BSCS,Strongly Agree,Myself,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Disagree,Agree,Strongly Disagree,Disagree,Disagree,Disagree,Strongly Agree,Yes,Yes
Male,Third Year,BSCpE,BAM,BSA,BSCpE,BSCS,Strongly Agree,Myself,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Agree,Disagree,Disagree,Agree,Strongly Agree,Disagree,Agree,Agree,Agree,No,Yes
Male,Third Year,BSCS,STEM,BSCpE,BSN,BSCS,Agree,Myself,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Yes,No
Male,Third Year,BSCS,HESS,BSEd_Sci,BSPT,BSCS,Agree,Myself,Disagree,Strongly Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Disagree,Agree,Agree,Strongly Agree,Yes,No
Female,Second Year,BSCS,STEM,BSIT,BSPsy,BSCS,Strongly Agree,Myself,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,Strongly Agree,Disagree,Agree,Disagree,Disagree,Strongly Agree,No,Yes
Male,First Year,BSME,STEM,BSME,BSECE,BSEE,Agree,Myself,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Strongly Disagree,Agree,No,No
Male,Third Year,BSIT,STEM,BSIT,BSCpE,BSCS,Strongly Agree,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Disagree,Agree,Agree,Agree,Agree,Yes,No
Female,Second Year,BSIT,STEM,BSIT,BSCpE,BSCS,Strongly Agree,Myself,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Strongly Agree,No,Yes
Female,Second Year,BSIT,STEM,BSIT,BSCpE,BSCS,Strongly Agree,Myself,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Yes,Yes
Male,Second Year,BSIT,STEM,BSIT,BSCpE,BSCS,Agree,Myself,Disagree,Agree,Disagree,Agree,Agree,Strongly Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Strongly Disagree,Agree,Strongly Agree,Yes,No
Male,Second Year,BSIT,TVL,BSIT,BSCS,BSCS,Strongly Agree,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes,No
Male,Second Year,BSIT,STEM,BSCpE,BSIT,BSCS,Strongly Agree,Myself,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Strongly Agree,Agree,Yes,No
Female,Second Year,BS_ENTRE,BAM,BSBA_MM,BS_ENTRE,BSA,Agree,Myself,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Yes,No
Female,Second Year,BSCE,STEM,BSCE,BS_Arch,BSEE,Strongly Agree,Myself,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Disagree,Agree,Disagree,Agree,Agree,Yes,No
Male,Second Year,BSCE,STEM,BS_Arch,BSCE,BSEE,Strongly Agree,Myself,Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Strongly Agree,No,Yes
Female,Second Year,BSCE,STEM,BSCE,BSCS,BSEE,Strongly Agree,Myself,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Agree,Strongly Agree,Yes,No
Male,Second Year,BSCE,STEM,BSCE,BSECE,BSEE,Strongly Agree,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Yes,No
Female,Second Year,BSCE,STEM,BSCE,BSECE,BSEE,Strongly Agree,Myself,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,Strongly Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Yes,No
Male,Third Year,BSCE,STEM,BSCE,BSME,BSEE,Strongly Agree,Myself,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Strongly Disagree,Disagree,Disagree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,No,No
Male,Third Year,BSCpE,STEM,BSECE,BSCpE,BSEE,Strongly Agree,Myself,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Yes,No
Male,Third Year,BSCpE,STEM,BSCpE,BSCS,BSEE,Agree,Myself,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Yes,No
Male,First Year,BSECE,STEM,BSECE,BSCpE,BSEE,Agree,Myself,Disagree,Disagree,Disagree,Agree,Agree,Strongly Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Yes,Yes
Female,First Year,BSCpE,STEM,BSCpE,BSCS,BSPsy,Strongly Agree,Myself,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Yes,No
Female,Third Year,BSA,BAM,BSA,BSBA_FM,BS_ENTRE,Strongly Agree,Myself,Agree,Agree,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Agree,Agree,Strongly Agree,Yes,No
Female,Third Year,BSBA_HRM,BAM,BSBA_HRM,BSBA_MM,BS_ENTRE,Strongly Agree,Myself,Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Yes,No
Female,Second Year,BS_ENTRE,BAM,BSA,BSBA_MM,BS_ENTRE,Strongly Agree,Myself,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,No,No
Male,Second Year,BSIT,TVL,BSIT,BSHM,BS_ENTRE,Strongly Agree,Myself,Disagree,Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Yes,No
Male,Second Year,BSIT,STEM,BS_Arch,BSIT,BS_ENTRE,Strongly Agree,Myself,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Strongly Agree,Agree,No,Yes
Female,Third Year,BSBA_MM,BAM,BSA,BSBA_MM,BSHM,Agree,Myself,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Yes,No
Female,Third Year,BSBA_OM,BAM,BSBA_HRM,BSBA_MM,BSHM,Agree,Myself,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Strongly Agree,No,Yes
Female,Third Year,BSHM,BAM,BSA,BSBA_HRM,BSHM,Agree,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Yes,No
Male,Third Year,BSBA_FM,TVL,BS_ENTRE,BSBA_FM,BSIT,Agree,Myself,Agree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Strongly Agree,Yes,No
Female,Third Year,BSBA_HRM,BAM,BSBA_HRM,BSBA_MM,BSIT,Strongly Agree,Myself,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,No,No
Male,Second Year,BS_ENTRE,TVL,BS_ENTRE,BS_Arch,BSIT,Strongly Agree,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Disagree,Yes,No
Male,Third Year,BSCE,STEM,BS_Arch,BSBA_FM,BSIT,Strongly Agree,Myself,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Yes,No
Male,Second Year,BSCpE,STEM,BSCpE,BSBio,BSIT,Agree,Myself,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Disagree,Agree,Agree,Agree,Strongly Agree,Agree,Disagree,Disagree,Disagree,No,Yes
Male,Third Year,BSCpE,STEM,BSCpE,BSCS,BSIT,Agree,Myself,Disagree,Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Agree,Agree,Agree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Yes,Yes
Male,Third Year,BSCS,STEM,BSCS,BSCpE,BSIT,Agree,Myself,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,Strongly Disagree,Disagree,Yes,No
Male,Third Year,BSCS,STEM,BSCS,BSCpE,BSIT,Strongly Agree,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Strongly Disagree,Agree,Agree,Disagree,Disagree,Yes,No
Female,Third Year,BSCS,BAM,BSA,BSCS,BSIT,Agree,Myself,Agree,Agree,Strongly Agree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Yes,No
Male,Third Year,BSCS,STEM,BSCpE,BSCS,BSIT,Agree,Myself,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Strongly Agree,No,Yes
Female,Second Year,BSCE,TVL,BSCE,BSA,BSBA_MM,Agree,Myself,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Disagree,Agree,Agree,Agree,Strongly Disagree,Agree,Yes,No
Male,Second Year,BSIT,BAM,BSA,BSBA_FM,BSIT,Agree,Myself,Disagree,Disagree,Disagree,Disagree,Agree,Strongly Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,No,Yes
Male,Second Year,BSIT,HESS,BSME,BSCpE,BSIT,Agree,Myself,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Yes,No
Male,Second Year,BSIT,STEM,BS_Arch,BSCS,BSIT,Strongly Agree,Myself,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Yes,Yes
Male,Second Year,BSIT,TVL,BSIT,BSCS,BSIT,Disagree,Myself,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Disagree,Agree,Agree,Agree,Agree,Agree,Strongly Disagree,Disagree,Strongly Agree,Yes,No
Female,Second Year,BSIT,STEM,BS_Arch,BSIT,BSIT,Strongly Agree,Myself,Agree,Agree,Strongly Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,No,Yes
Female,Second Year,BSIT,STEM,BS_Arch,BSIT,BSIT,Strongly Agree,Myself,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Agree,No,Yes
Male,Second Year,BSIT,STEM,BSCE,BSME,BSIT,Agree,Myself,Strongly Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Strongly Disagree,Agree,Agree,Agree,Agree,No,Yes
Male,Third Year,BSIT,STEM,BSHM,BSME,BSIT,Strongly Agree,Myself,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,No,Yes
Female,Second Year,BSIT,TVL,BSPsy,BSSW,BSIT,Agree,Myself,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Strongly Agree,No,Yes
Male,Third Year,BSA,BAM,BSA,BSBA_FM,BSMath,Agree,Myself,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Disagree,Agree,Strongly Disagree,Disagree,Agree,Yes,No
Male,Third Year,BSCE,STEM,BSCE,BSCHE,BSMath,Strongly Agree,Myself,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Yes,No
Male,Third Year,BSREM,BAM,BSA,BSBA_FM,BSME,Agree,Myself,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,Agree,Disagree,No,Yes
Male,First Year,BSMfgE,STEM,BSCE,BSME,BSCpE,Agree,Myself,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Strongly Agree,No,Yes
Male,First Year,BSECE,STEM,BSCpE,BSEE,BSME,Agree,Myself,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Strongly Agree,No,No
Male,Second Year,BSIT,HESS,BSIT,BSCE,BSME,Agree,Myself,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Yes,No
